Bee_Species,SiteRepSeason,bees
ANPER006F,S2FA08,0
ANPER009F,S2FA08,0
ANPER012F,S2FA08,0
ANPER014F,S2FA08,0
ANPER015F,S2FA08,0
ANPER016F,S2FA08,0
ANPER018F,S2FA08,0
ANPERALBF,S2FA08,0
ANPERAST,S2FA08,0
ANPERCALF,S2FA08,0
ANPERCORF,S2FA08,0
ANPERDOLF,S2FA08,0
ANPERFALF,S2FA08,1
ANPERIGNF,S2FA08,0
ANPERMENF,S2FA08,0
ANPERPULF,S2FA08,0
ANPERVERF,S2FA08,0
APANDCOMF,S2FA08,0
APANPCOMF,S2FA08,0
APANTAFFF,S2FA08,0
APANTCALF,S2FA08,0
APANTLESF,S2FA08,0
APANTMONF,S2FA08,0
APANTPHEF,S2FA08,0
APANTPORF,S2FA08,0
APAPIMELF,S2FA08,0
APBOMHUNF,S2FA08,0
APBOMPENF,S2FA08,1
APCERACAF,S2FA08,0
APCERNANF,S2FA08,0
APDIAAUSF,S2FA08,0
APDIADIMF,S2FA08,0
APDIAENAF,S2FA08,0
APDIAMEGF,S2FA08,0
APDIAOCHF,S2FA08,0
APDIARINF,S2FA08,11
APDIASPHF,S2FA08,0
APDIAVALF,S2FA08,0
APEUCLYCF,S2FA08,0
APEUCTERF,S2FA08,0
APEXOSOLF,S2FA08,2
APHABMORF,S2FA08,0
APHABNS1F,S2FA08,0
APHOLCALF,S2FA08,0
APMELBOHF,S2FA08,0
APMELPACF,S2FA08,0
APMESAGIF,S2FA08,3
APMESCOLF,S2FA08,0
APMESCOMF,S2FA08,1
APMESHUMF,S2FA08,0
APMESMENF,S2FA08,0
APMESPARF,S2FA08,0
APMESSUBF,S2FA08,0
APMESTHEF,S2FA08,4
APMESTRIF,S2FA08,2
APMESTRIM,S2FA08,0
APMESVERF,S2FA08,0
APNEOVIGF,S2FA08,0
APNOM001F,S2FA08,0
APPEPPRU,S2FA08,0
APSVAHELF,S2FA08,1
APSVAMACF,S2FA08,0
APSVAOBLF,S2FA08,0
APTETALBF,S2FA08,0
APTETSPIF,S2FA08,0
APXYLCALF,S2FA08,0
COHYLMESF,S2FA08,0
HAHALTRIF,S2SP09,5
HAAGAANGF,S2SP09,11
HAAGAFEMF,S2SP09,61
HAAGAMELF,S2SP09,4
HAAGASPLF,S2SP09,0
HAAUGAURF,S2SP09,0
HADUFMARF,S2SP09,0
HADUF001F,S2SP09,0
HAHALCONF,S2SP09,0
HAHALLIGF,S2SP09,3
HAHALPARF,S2SP09,2
HALASPRUF,S2SP09,38
HALASCOAF,S2SP09,6
HALASHUDF,S2SP09,0
HALASPARF,S2SP09,0
HALASPERF,S2SP09,4
HALASPOTF,S2SP09,0
HALASSISF,S2SP09,3
HALAS00CF,S2SP09,0
HALAS007F,S2SP09,1
HALAS012F,S2SP09,0
HALAS015F,S2SP09,15
HALAS017F,S2SP09,0
HALAS018F,S2SP09,1
HALAS019F,S2SP09,5
HALAS020F,S2SP09,0
HALAS021F,S2SP09,0
HALASODDF,S2SP09,0
HALASEV1F,S2SP09,0
HALASEV2F,S2SP09,0
HALASEV3F,S2SP09,0
HALASEV4F,S2SP09,0
HALASEV5F,S2SP09,10
HALASEV6F,S2SP09,0
HALASNOCF,S2SP09,0
HANOMTRIF,S2SP09,0
HASPH001F,S2SP09,0
HASPH002F,S2SP09,0
MEANTEMAF,S2SP09,0
MEANTPORF,S2SP09,0
MEASHBIGF,S2SP09,0
MEASHMELF,S2SP09,0
MEDIACURF,S2SP09,0
MEDIAIMPF,S2SP09,0
MEDIOPACF,S2SP09,0
MEDIOPOMF,S2SP09,0
MEHOP003F,S2SP09,0
MELITAPIF,S2SP09,0
MEMEGSIDF,S2SP09,0
MEMEGUMAF,S2SP09,0
MEOSMCERF,S2SP09,2
MEOSMLATF,S2SP09,0
MEOSMLIOF,S2SP09,0
MEOSMPRUF,S2SP09,0
MEOSMTITF,S2SP09,1
MEOSMWATF,S2SP09,2
ANANDCAPF,S2SP09,0
ANANDCREF,S2SP09,0
ANANDHELF,S2SP09,0
ANANDILLF,S2SP09,0
ANANDMON,S2SP09,0
ANANDPRFF,S2SP09,0
ANANDPRIF,S2SP09,0
ANHETPERF,S2SP09,0
ANHET002F,S2SP09,0
ANCAL001F,S2SP09,0
ANPER001F,S2SP09,0
ANPER002F,S2SP09,0
ANPER003F,S2SP09,0
ANPER005F,S2SP09,0
ANPER006F,S2SP09,0
ANPER009F,S2SP09,0
ANPER012F,S2SP09,0
ANPER014F,S2SP09,0
ANPER015F,S2SP09,0
ANPER016F,S2SP09,0
ANPER018F,S2SP09,0
ANPERALBF,S2SP09,0
ANPERAST,S2SP09,0
ANPERCALF,S2SP09,5
ANPERCORF,S2SP09,0
ANPERDOLF,S2SP09,0
ANPERFALF,S2SP09,0
ANPERIGNF,S2SP09,0
ANPERMENF,S2SP09,0
ANPERPULF,S2SP09,0
ANPERVERF,S2SP09,0
APANDCOMF,S2SP09,0
APANPCOMF,S2SP09,0
APANTAFFF,S2SP09,2
APANTCALF,S2SP09,0
APANTLESF,S2SP09,1
APANTMONF,S2SP09,1
APANTPHEF,S2SP09,0
APANTPORF,S2SP09,2
APAPIMELF,S2SP09,1
APBOMHUNF,S2SP09,0
APBOMPENF,S2SP09,1
APCERACAF,S2SP09,0
APCERNANF,S2SP09,0
APDIAAUSF,S2SP09,2
APDIADIMF,S2SP09,1
APDIAENAF,S2SP09,0
APDIAMEGF,S2SP09,0
APDIAOCHF,S2SP09,0
APDIARINF,S2SP09,12
APDIASPHF,S2SP09,0
APDIAVALF,S2SP09,0
APEUCLYCF,S2SP09,2
APEUCTERF,S2SP09,0
APEXOSOLF,S2SP09,0
APHABMORF,S2SP09,1
APHABNS1F,S2SP09,0
APHOLCALF,S2SP09,0
APMELBOHF,S2SP09,1
APMELPACF,S2SP09,0
APMESAGIF,S2SP09,0
APMESCOLF,S2SP09,0
APMESCOMF,S2SP09,3
APMESHUMF,S2SP09,0
APMESMENF,S2SP09,0
APMESPARF,S2SP09,2
APMESSUBF,S2SP09,0
APMESTHEF,S2SP09,0
APMESTRIF,S2SP09,21
APMESTRIM,S2SP09,0
APMESVERF,S2SP09,0
APNEOVIGF,S2SP09,0
APNOM001F,S2SP09,0
APPEPPRU,S2SP09,0
APSVAHELF,S2SP09,0
APSVAMACF,S2SP09,0
APSVAOBLF,S2SP09,0
APTETALBF,S2SP09,0
APTETSPIF,S2SP09,0
APXYLCALF,S2SP09,0
COHYLMESF,S2SP09,0
HAHALTRIF,S2FA09,4
HAAGAANGF,S2FA09,8
HAAGAFEMF,S2FA09,2
HAAGAMELF,S2FA09,5
HAAGASPLF,S2FA09,0
HAAUGAURF,S2FA09,0
HADUFMARF,S2FA09,0
HADUF001F,S2FA09,0
HAHALCONF,S2FA09,0
HAHALLIGF,S2FA09,10
HAHALPARF,S2FA09,5
HALASPRUF,S2FA09,10
HALASCOAF,S2FA09,1
HALASHUDF,S2FA09,0
HALASPARF,S2FA09,0
HALASPERF,S2FA09,0
HALASPOTF,S2FA09,0
HALASSISF,S2FA09,1
HALAS00CF,S2FA09,0
HALAS007F,S2FA09,0
HALAS012F,S2FA09,0
HALAS015F,S2FA09,2
HALAS017F,S2FA09,0
HALAS018F,S2FA09,0
HALAS019F,S2FA09,0
HALAS020F,S2FA09,0
HALAS021F,S2FA09,0
HALASODDF,S2FA09,1
HALASEV1F,S2FA09,0
HALASEV2F,S2FA09,0
HALASEV3F,S2FA09,0
HALASEV4F,S2FA09,0
HALASEV5F,S2FA09,1
HALASEV6F,S2FA09,0
HALASNOCF,S2FA09,0
HANOMTRIF,S2FA09,0
HASPH001F,S2FA09,0
HASPH002F,S2FA09,0
MEANTEMAF,S2FA09,0
MEANTPORF,S2FA09,0
MEASHBIGF,S2FA09,0
MEASHMELF,S2FA09,0
MEDIACURF,S2FA09,0
MEDIAIMPF,S2FA09,0
MEDIOPACF,S2FA09,0
MEDIOPOMF,S2FA09,0
MEHOP003F,S2FA09,0
MELITAPIF,S2FA09,0
MEMEGSIDF,S2FA09,0
MEMEGUMAF,S2FA09,0
MEOSMCERF,S2FA09,0
MEOSMLATF,S2FA09,0
MEOSMLIOF,S2FA09,0
MEOSMPRUF,S2FA09,0
MEOSMTITF,S2FA09,0
MEOSMWATF,S2FA09,0
ANANDCAPF,S2FA09,0
ANANDCREF,S2FA09,0
ANANDHELF,S2FA09,0
ANANDILLF,S2FA09,0
ANANDMON,S2FA09,0
ANANDPRFF,S2FA09,0
ANANDPRIF,S2FA09,0
ANHETPERF,S2FA09,0
ANHET002F,S2FA09,0
ANCAL001F,S2FA09,1
ANPER001F,S2FA09,0
ANPER002F,S2FA09,0
ANPER003F,S2FA09,0
ANPER005F,S2FA09,0
ANPER006F,S2FA09,0
ANPER009F,S2FA09,0
ANPER012F,S2FA09,0
ANPER014F,S2FA09,0
ANPER015F,S2FA09,0
ANPER016F,S2FA09,0
ANPER018F,S2FA09,0
ANPERALBF,S2FA09,0
ANPERAST,S2FA09,0
ANPERCALF,S2FA09,197
ANPERCORF,S2FA09,0
ANPERDOLF,S2FA09,0
ANPERFALF,S2FA09,0
ANPERIGNF,S2FA09,0
ANPERMENF,S2FA09,0
ANPERPULF,S2FA09,3
ANPERVERF,S2FA09,0
APANDCOMF,S2FA09,0
APANPCOMF,S2FA09,0
APANTAFFF,S2FA09,0
APANTCALF,S2FA09,1
APANTLESF,S2FA09,0
APANTMONF,S2FA09,1
APANTPHEF,S2FA09,0
APANTPORF,S2FA09,0
APAPIMELF,S2FA09,0
APBOMHUNF,S2FA09,0
APBOMPENF,S2FA09,0
APCERACAF,S2FA09,0
APCERNANF,S2FA09,0
APDIAAUSF,S2FA09,0
APDIADIMF,S2FA09,0
APDIAENAF,S2FA09,1
APDIAMEGF,S2FA09,0
APDIAOCHF,S2FA09,0
APDIARINF,S2FA09,3
APDIASPHF,S2FA09,1
APDIAVALF,S2FA09,0
APEUCLYCF,S2FA09,0
APEUCTERF,S2FA09,0
APEXOSOLF,S2FA09,8
APHABMORF,S2FA09,0
APHABNS1F,S2FA09,0
APHOLCALF,S2FA09,0
APMELBOHF,S2FA09,0
APMELPACF,S2FA09,0
APMESAGIF,S2FA09,4
APMESCOLF,S2FA09,1
APMESCOMF,S2FA09,2
APMESHUMF,S2FA09,0
APMESMENF,S2FA09,0
APMESPARF,S2FA09,0
APMESSUBF,S2FA09,0
APMESTHEF,S2FA09,5
APMESTRIF,S2FA09,10
APMESTRIM,S2FA09,0
APMESVERF,S2FA09,0
APNEOVIGF,S2FA09,3
APNOM001F,S2FA09,0
APPEPPRU,S2FA09,0
APSVAHELF,S2FA09,0
APSVAMACF,S2FA09,0
APSVAOBLF,S2FA09,0
APTETALBF,S2FA09,0
APTETSPIF,S2FA09,0
APXYLCALF,S2FA09,0
COHYLMESF,S2FA09,0
HAHALTRIF,S2SP10,1
HAAGAANGF,S2SP10,7
HAAGAFEMF,S2SP10,9
HAAGAMELF,S2SP10,2
HAAGASPLF,S2SP10,0
HAAUGAURF,S2SP10,0
HADUFMARF,S2SP10,0
HADUF001F,S2SP10,0
HAHALCONF,S2SP10,0
HAHALLIGF,S2SP10,2
HAHALPARF,S2SP10,0
HALASPRUF,S2SP10,7
HALASCOAF,S2SP10,0
HALASHUDF,S2SP10,0
HALASPARF,S2SP10,0
HALASPERF,S2SP10,0
HALASPOTF,S2SP10,0
HALASSISF,S2SP10,0
HALAS00CF,S2SP10,0
HALAS007F,S2SP10,0
HALAS012F,S2SP10,0
HALAS015F,S2SP10,3
HALAS017F,S2SP10,0
HALAS018F,S2SP10,1
HALAS019F,S2SP10,1
HALAS020F,S2SP10,0
HALAS021F,S2SP10,0
HALASODDF,S2SP10,0
HALASEV1F,S2SP10,0
HALASEV2F,S2SP10,0
HALASEV3F,S2SP10,0
HALASEV4F,S2SP10,0
HALASEV5F,S2SP10,1
HALASEV6F,S2SP10,0
HALASNOCF,S2SP10,0
HANOMTRIF,S2SP10,0
HASPH001F,S2SP10,0
HASPH002F,S2SP10,0
MEANTEMAF,S2SP10,0
MEANTPORF,S2SP10,0
MEASHBIGF,S2SP10,0
MEASHMELF,S2SP10,0
MEDIACURF,S2SP10,0
MEDIAIMPF,S2SP10,0
MEDIOPACF,S2SP10,0
MEDIOPOMF,S2SP10,0
MEHOP003F,S2SP10,0
MELITAPIF,S2SP10,0
MEMEGSIDF,S2SP10,0
MEMEGUMAF,S2SP10,0
MEOSMCERF,S2SP10,0
MEOSMLATF,S2SP10,0
MEOSMLIOF,S2SP10,0
MEOSMPRUF,S2SP10,0
MEOSMTITF,S2SP10,0
MEOSMWATF,S2SP10,0
ANANDCAPF,S2SP10,0
ANANDCREF,S2SP10,2
ANANDHELF,S2SP10,0
ANANDILLF,S2SP10,0
ANANDMON,S2SP10,0
ANANDPRFF,S2SP10,0
ANANDPRIF,S2SP10,0
ANHETPERF,S2SP10,0
ANHET002F,S2SP10,0
ANCAL001F,S2SP10,0
ANPER001F,S2SP10,0
ANPER002F,S2SP10,0
ANPER003F,S2SP10,0
ANPER005F,S2SP10,0
ANPER006F,S2SP10,0
ANPER009F,S2SP10,0
ANPER012F,S2SP10,0
ANPER014F,S2SP10,0
ANPER015F,S2SP10,0
ANPER016F,S2SP10,0
ANPER018F,S2SP10,0
ANPERALBF,S2SP10,0
ANPERAST,S2SP10,0
ANPERCALF,S2SP10,0
ANPERCORF,S2SP10,1
ANPERDOLF,S2SP10,0
ANPERFALF,S2SP10,0
ANPERIGNF,S2SP10,0
ANPERMENF,S2SP10,0
ANPERPULF,S2SP10,0
ANPERVERF,S2SP10,0
APANDCOMF,S2SP10,0
APANPCOMF,S2SP10,0
APANTAFFF,S2SP10,0
APANTCALF,S2SP10,0
APANTLESF,S2SP10,0
APANTMONF,S2SP10,1
APANTPHEF,S2SP10,0
APANTPORF,S2SP10,0
APAPIMELF,S2SP10,0
APBOMHUNF,S2SP10,0
APBOMPENF,S2SP10,1
APCERACAF,S2SP10,0
APCERNANF,S2SP10,0
APDIAAUSF,S2SP10,2
APDIADIMF,S2SP10,0
APDIAENAF,S2SP10,0
APDIAMEGF,S2SP10,0
APDIAOCHF,S2SP10,0
APDIARINF,S2SP10,17
APDIASPHF,S2SP10,0
APDIAVALF,S2SP10,0
APEUCLYCF,S2SP10,1
APEUCTERF,S2SP10,0
APEXOSOLF,S2SP10,0
APHABMORF,S2SP10,0
APHABNS1F,S2SP10,0
APHOLCALF,S2SP10,0
APMELBOHF,S2SP10,0
APMELPACF,S2SP10,0
APMESAGIF,S2SP10,0
APMESCOLF,S2SP10,0
APMESCOMF,S2SP10,4
APMESHUMF,S2SP10,0
APMESMENF,S2SP10,0
APMESPARF,S2SP10,2
APMESSUBF,S2SP10,0
APMESTHEF,S2SP10,0
APMESTRIF,S2SP10,9
APMESTRIM,S2SP10,0
APMESVERF,S2SP10,0
APNEOVIGF,S2SP10,0
APNOM001F,S2SP10,0
APPEPPRU,S2SP10,0
APSVAHELF,S2SP10,0
APSVAMACF,S2SP10,0
APSVAOBLF,S2SP10,0
APTETALBF,S2SP10,0
APTETSPIF,S2SP10,0
APXYLCALF,S2SP10,0
COHYLMESF,S2SP10,0
HAHALTRIF,S2FA10,0
HAAGAANGF,S2FA10,2
HAAGAFEMF,S2FA10,2
HAAGAMELF,S2FA10,0
HAAGASPLF,S2FA10,0
HAAUGAURF,S2FA10,0
HADUFMARF,S2FA10,0
HADUF001F,S2FA10,0
HAHALCONF,S2FA10,0
HAHALLIGF,S2FA10,0
HAHALPARF,S2FA10,0
HALASPRUF,S2FA10,5
HALASCOAF,S2FA10,1
HALASHUDF,S2FA10,0
HALASPARF,S2FA10,0
HALASPERF,S2FA10,0
HALASPOTF,S2FA10,0
HALASSISF,S2FA10,0
HALAS00CF,S2FA10,0
HALAS007F,S2FA10,0
HALAS012F,S2FA10,0
HALAS015F,S2FA10,3
HALAS017F,S2FA10,0
HALAS018F,S2FA10,2
HALAS019F,S2FA10,0
HALAS020F,S2FA10,0
HALAS021F,S2FA10,0
HALASODDF,S2FA10,0
HALASEV1F,S2FA10,0
HALASEV2F,S2FA10,0
HALASEV3F,S2FA10,0
HALASEV4F,S2FA10,0
HALASEV5F,S2FA10,1
HALASEV6F,S2FA10,0
HALASNOCF,S2FA10,0
HANOMTRIF,S2FA10,0
HASPH001F,S2FA10,0
HASPH002F,S2FA10,0
MEANTEMAF,S2FA10,0
MEANTPORF,S2FA10,0
MEASHBIGF,S2FA10,0
MEASHMELF,S2FA10,0
MEDIACURF,S2FA10,0
MEDIAIMPF,S2FA10,0
MEDIOPACF,S2FA10,0
MEDIOPOMF,S2FA10,0
MEHOP003F,S2FA10,0
MELITAPIF,S2FA10,0
MEMEGSIDF,S2FA10,0
MEMEGUMAF,S2FA10,0
MEOSMCERF,S2FA10,0
MEOSMLATF,S2FA10,0
MEOSMLIOF,S2FA10,0
MEOSMPRUF,S2FA10,0
MEOSMTITF,S2FA10,0
MEOSMWATF,S2FA10,0
ANANDCAPF,S2FA10,0
ANANDCREF,S2FA10,0
ANANDHELF,S2FA10,0
ANANDILLF,S2FA10,0
ANANDMON,S2FA10,0
ANANDPRFF,S2FA10,0
ANANDPRIF,S2FA10,0
ANHETPERF,S2FA10,0
ANHET002F,S2FA10,0
ANCAL001F,S2FA10,0
ANPER001F,S2FA10,0
ANPER002F,S2FA10,0
ANPER003F,S2FA10,0
ANPER005F,S2FA10,0
ANPER006F,S2FA10,0
ANPER009F,S2FA10,0
ANPER012F,S2FA10,0
ANPER014F,S2FA10,0
ANPER015F,S2FA10,0
ANPER016F,S2FA10,0
ANPER018F,S2FA10,0
ANPERALBF,S2FA10,0
ANPERAST,S2FA10,0
ANPERCALF,S2FA10,0
ANPERCORF,S2FA10,0
ANPERDOLF,S2FA10,0
ANPERFALF,S2FA10,0
ANPERIGNF,S2FA10,0
ANPERMENF,S2FA10,0
ANPERPULF,S2FA10,0
ANPERVERF,S2FA10,0
APANDCOMF,S2FA10,0
APANPCOMF,S2FA10,0
APANTAFFF,S2FA10,0
APANTCALF,S2FA10,0
APANTLESF,S2FA10,0
APANTMONF,S2FA10,0
APANTPHEF,S2FA10,0
APANTPORF,S2FA10,0
APAPIMELF,S2FA10,0
APBOMHUNF,S2FA10,0
APBOMPENF,S2FA10,0
APCERACAF,S2FA10,0
APCERNANF,S2FA10,0
APDIAAUSF,S2FA10,0
APDIADIMF,S2FA10,0
APDIAENAF,S2FA10,0
APDIAMEGF,S2FA10,0
APDIAOCHF,S2FA10,0
APDIARINF,S2FA10,6
APDIASPHF,S2FA10,0
APDIAVALF,S2FA10,0
APEUCLYCF,S2FA10,0
APEUCTERF,S2FA10,0
APEXOSOLF,S2FA10,0
APHABMORF,S2FA10,0
APHABNS1F,S2FA10,0
APHOLCALF,S2FA10,0
APMELBOHF,S2FA10,0
APMELPACF,S2FA10,0
APMESAGIF,S2FA10,0
APMESCOLF,S2FA10,0
APMESCOMF,S2FA10,0
APMESHUMF,S2FA10,0
APMESMENF,S2FA10,0
APMESPARF,S2FA10,0
APMESSUBF,S2FA10,0
APMESTHEF,S2FA10,1
APMESTRIF,S2FA10,4
APMESTRIM,S2FA10,0
APMESVERF,S2FA10,0
APNEOVIGF,S2FA10,0
APNOM001F,S2FA10,0
APPEPPRU,S2FA10,0
APSVAHELF,S2FA10,0
APSVAMACF,S2FA10,0
APSVAOBLF,S2FA10,0
APTETALBF,S2FA10,0
APTETSPIF,S2FA10,0
APXYLCALF,S2FA10,0
COHYLMESF,S2FA10,0
HAHALTRIF,S3SP08,3
HAAGAANGF,S3SP08,26
HAAGAFEMF,S3SP08,34
HAAGAMELF,S3SP08,6
HAAGASPLF,S3SP08,1
HAAUGAURF,S3SP08,0
HADUFMARF,S3SP08,0
HADUF001F,S3SP08,0
HAHALCONF,S3SP08,0
HAHALLIGF,S3SP08,0
HAHALPARF,S3SP08,0
HALASPRUF,S3SP08,20
HALASCOAF,S3SP08,3
HALASHUDF,S3SP08,12
HALASPARF,S3SP08,0
HALASPERF,S3SP08,7
HALASPOTF,S3SP08,0
HALASSISF,S3SP08,3
HALAS00CF,S3SP08,0
HALAS007F,S3SP08,0
HALAS012F,S3SP08,0
HALAS015F,S3SP08,15
HALAS017F,S3SP08,8
HALAS018F,S3SP08,0
HALAS019F,S3SP08,0
HALAS020F,S3SP08,0
HALAS021F,S3SP08,0
HALASODDF,S3SP08,0
HALASEV1F,S3SP08,0
HALASEV2F,S3SP08,0
HALASEV3F,S3SP08,1
HALASEV4F,S3SP08,0
HALASEV5F,S3SP08,8
HALASEV6F,S3SP08,0
HALASNOCF,S3SP08,0
HANOMTRIF,S3SP08,0
HASPH001F,S3SP08,1
HASPH002F,S3SP08,0
MEANTEMAF,S3SP08,0
MEANTPORF,S3SP08,0
MEASHBIGF,S3SP08,0
MEASHMELF,S3SP08,1
MEDIACURF,S3SP08,0
MEDIAIMPF,S3SP08,0
MEDIOPACF,S3SP08,0
MEDIOPOMF,S3SP08,0
MEHOP003F,S3SP08,0
MELITAPIF,S3SP08,0
MEMEGSIDF,S3SP08,0
MEMEGUMAF,S3SP08,0
MEOSMCERF,S3SP08,0
MEOSMLATF,S3SP08,0
MEOSMLIOF,S3SP08,1
MEOSMPRUF,S3SP08,3
MEOSMTITF,S3SP08,1
MEOSMWATF,S3SP08,0
ANANDCAPF,S3SP08,1
ANANDCREF,S3SP08,0
ANANDHELF,S3SP08,0
ANANDILLF,S3SP08,1
ANANDMON,S3SP08,0
ANANDPRFF,S3SP08,0
ANANDPRIF,S3SP08,0
ANHETPERF,S3SP08,0
ANHET002F,S3SP08,0
ANCAL001F,S3SP08,0
ANPER001F,S3SP08,0
ANPER002F,S3SP08,0
ANPER003F,S3SP08,0
ANPER005F,S3SP08,0
ANPER006F,S3SP08,0
ANPER009F,S3SP08,0
ANPER012F,S3SP08,0
ANPER014F,S3SP08,0
ANPER015F,S3SP08,0
ANPER016F,S3SP08,0
ANPER018F,S3SP08,0
ANPERALBF,S3SP08,0
ANPERAST,S3SP08,0
ANPERCALF,S3SP08,0
ANPERCORF,S3SP08,1
ANPERDOLF,S3SP08,0
ANPERFALF,S3SP08,0
ANPERIGNF,S3SP08,0
ANPERMENF,S3SP08,0
ANPERPULF,S3SP08,0
ANPERVERF,S3SP08,0
APANDCOMF,S3SP08,0
APANPCOMF,S3SP08,0
APANTAFFF,S3SP08,0
APANTCALF,S3SP08,0
APANTLESF,S3SP08,0
APANTMONF,S3SP08,0
APANTPHEF,S3SP08,0
APANTPORF,S3SP08,1
APAPIMELF,S3SP08,0
APBOMHUNF,S3SP08,0
APBOMPENF,S3SP08,0
APCERACAF,S3SP08,0
APCERNANF,S3SP08,0
APDIAAUSF,S3SP08,0
APDIADIMF,S3SP08,2
APDIAENAF,S3SP08,0
APDIAMEGF,S3SP08,0
APDIAOCHF,S3SP08,0
APDIARINF,S3SP08,0
APDIASPHF,S3SP08,0
APDIAVALF,S3SP08,0
APEUCLYCF,S3SP08,2
APEUCTERF,S3SP08,0
APEXOSOLF,S3SP08,0
APHABMORF,S3SP08,0
APHABNS1F,S3SP08,0
APHOLCALF,S3SP08,0
APMELBOHF,S3SP08,0
APMELPACF,S3SP08,0
APMESAGIF,S3SP08,0
APMESCOLF,S3SP08,0
APMESCOMF,S3SP08,0
APMESHUMF,S3SP08,0
APMESMENF,S3SP08,0
APMESPARF,S3SP08,0
APMESSUBF,S3SP08,0
APMESTHEF,S3SP08,0
APMESTRIF,S3SP08,15
APMESTRIM,S3SP08,0
APMESVERF,S3SP08,0
APNEOVIGF,S3SP08,0
APNOM001F,S3SP08,0
APPEPPRU,S3SP08,0
APSVAHELF,S3SP08,0
APSVAMACF,S3SP08,0
APSVAOBLF,S3SP08,0
APTETALBF,S3SP08,0
APTETSPIF,S3SP08,0
APXYLCALF,S3SP08,0
COHYLMESF,S3SP08,0
HAHALTRIF,S3FA08,0
HAAGAANGF,S3FA08,0
HAAGAFEMF,S3FA08,0
HAAGAMELF,S3FA08,0
HAAGASPLF,S3FA08,0
HAAUGAURF,S3FA08,0
HADUFMARF,S3FA08,0
HADUF001F,S3FA08,0
HAHALCONF,S3FA08,0
HAHALLIGF,S3FA08,0
HAHALPARF,S3FA08,0
HALASPRUF,S3FA08,2
HALASCOAF,S3FA08,0
HALASHUDF,S3FA08,0
HALASPARF,S3FA08,0
HALASPERF,S3FA08,0
HALASPOTF,S3FA08,0
HALASSISF,S3FA08,0
HALAS00CF,S3FA08,0
HALAS007F,S3FA08,0
HALAS012F,S3FA08,0
HALAS015F,S3FA08,0
HALAS017F,S3FA08,0
HALAS018F,S3FA08,0
HALAS019F,S3FA08,0
HALAS020F,S3FA08,0
HALAS021F,S3FA08,0
HALASODDF,S3FA08,0
HALASEV1F,S3FA08,0
HALASEV2F,S3FA08,0
HALASEV3F,S3FA08,0
HALASEV4F,S3FA08,0
HALASEV5F,S3FA08,1
HALASEV6F,S3FA08,0
HALASNOCF,S3FA08,0
HANOMTRIF,S3FA08,0
HASPH001F,S3FA08,0
HASPH002F,S3FA08,0
MEANTEMAF,S3FA08,0
MEANTPORF,S3FA08,0
MEASHBIGF,S3FA08,0
MEASHMELF,S3FA08,0
MEDIACURF,S3FA08,0
MEDIAIMPF,S3FA08,0
MEDIOPACF,S3FA08,0
MEDIOPOMF,S3FA08,0
MEHOP003F,S3FA08,0
MELITAPIF,S3FA08,0
MEMEGSIDF,S3FA08,0
MEMEGUMAF,S3FA08,0
MEOSMCERF,S3FA08,0
MEOSMLATF,S3FA08,0
MEOSMLIOF,S3FA08,0
MEOSMPRUF,S3FA08,0
MEOSMTITF,S3FA08,0
MEOSMWATF,S3FA08,0
ANANDCAPF,S3FA08,0
ANANDCREF,S3FA08,0
ANANDHELF,S3FA08,0
ANANDILLF,S3FA08,0
ANANDMON,S3FA08,0
ANANDPRFF,S3FA08,0
ANANDPRIF,S3FA08,0
ANHETPERF,S3FA08,0
ANHET002F,S3FA08,0
ANCAL001F,S3FA08,0
ANPER001F,S3FA08,0
ANPER002F,S3FA08,0
ANPER003F,S3FA08,0
ANPER005F,S3FA08,0
ANPER006F,S3FA08,0
ANPER009F,S3FA08,0
ANPER012F,S3FA08,0
ANPER014F,S3FA08,0
ANPER015F,S3FA08,0
ANPER016F,S3FA08,0
ANPER018F,S3FA08,0
ANPERALBF,S3FA08,0
ANPERAST,S3FA08,0
ANPERCALF,S3FA08,1
ANPERCORF,S3FA08,0
ANPERDOLF,S3FA08,0
ANPERFALF,S3FA08,0
ANPERIGNF,S3FA08,0
ANPERMENF,S3FA08,0
ANPERPULF,S3FA08,0
ANPERVERF,S3FA08,0
APANDCOMF,S3FA08,0
APANPCOMF,S3FA08,0
APANTAFFF,S3FA08,0
APANTCALF,S3FA08,0
APANTLESF,S3FA08,0
APANTMONF,S3FA08,0
APANTPHEF,S3FA08,0
APANTPORF,S3FA08,0
APAPIMELF,S3FA08,0
APBOMHUNF,S3FA08,0
APBOMPENF,S3FA08,0
APCERACAF,S3FA08,0
APCERNANF,S3FA08,0
APDIAAUSF,S3FA08,0
APDIADIMF,S3FA08,0
APDIAENAF,S3FA08,0
APDIAMEGF,S3FA08,0
APDIAOCHF,S3FA08,0
APDIARINF,S3FA08,16
APDIASPHF,S3FA08,0
APDIAVALF,S3FA08,0
APEUCLYCF,S3FA08,0
APEUCTERF,S3FA08,0
APEXOSOLF,S3FA08,0
APHABMORF,S3FA08,0
APHABNS1F,S3FA08,0
APHOLCALF,S3FA08,0
APMELBOHF,S3FA08,0
APMELPACF,S3FA08,0
APMESAGIF,S3FA08,6
APMESCOLF,S3FA08,1
APMESCOMF,S3FA08,0
APMESHUMF,S3FA08,1
APMESMENF,S3FA08,0
APMESPARF,S3FA08,1
APMESSUBF,S3FA08,0
