"Code","Growth","SppType","Season","Month","Year","Site","Plot","Quad","Cover","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species","month_num","site_plot"
"ASNU4","A","H",1,"May",2004,"G","2",56,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",56,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",58,6,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",58,8,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",58,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",60,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",60,3,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"ERDI2","A","H",1,"May",2004,"G","2",60,3,"Plantae","Polemoniaceae","Eriastrum","diffusum",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",60,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",66,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"ASMIM","P","H",1,"May",2004,"G","2",66,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",66,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",66,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",66,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",66,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",68,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",68,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PHIN","A","H",1,"May",2004,"G","2",68,2,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",68,4,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",68,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",70,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",70,3,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",70,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PHIN","A","H",1,"May",2004,"G","2",70,5,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",70,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",72,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",72,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"HOGL2","P","H",1,"May",2004,"G","2",72,3,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PHIN","A","H",1,"May",2004,"G","2",72,3,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",72,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",72,15,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",78,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",78,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",78,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",78,2,NA,NA,NA,NA,5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",78,2,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",78,8,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",78,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",80,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"SOEL","P","H",1,"May",2004,"G","2",80,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",80,2,NA,NA,NA,NA,5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",80,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",80,5,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",80,7,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",80,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",82,1,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"ASMIM","P","H",1,"May",2004,"G","2",82,4,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",82,5,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",82,6,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",82,6,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",82,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",84,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"ASMIM","P","H",1,"May",2004,"G","2",84,4,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"PHIN","A","H",1,"May",2004,"G","2",84,4,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",84,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",90,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"ASMIM","P","H",1,"May",2004,"G","2",90,2,"Plantae","Fabaceae","Astragalus","missouriensis",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",90,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",90,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",90,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",92,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",92,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",92,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",92,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",92,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",94,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",94,1,NA,NA,NA,NA,5,"G2"
"PHIN","A","H",1,"May",2004,"G","2",94,1,"Plantae","Hydrophyllaceae","Phacelia","integrifolia",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",94,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",94,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",96,3,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",102,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",102,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",102,4,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",102,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",104,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",104,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",104,3,NA,NA,NA,NA,5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",104,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",104,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"DEPI","A","H",1,"May",2004,"G","2",106,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",106,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",106,6,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",106,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",108,2,NA,NA,NA,NA,5,"G2"
"DEPI","A","H",1,"May",2004,"G","2",108,5,"Plantae","Brassicaceae","Descurainia","pinnata",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",108,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",108,40,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",114,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"HOGL2","P","H",1,"May",2004,"G","2",114,1,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",114,1,NA,NA,NA,NA,5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",114,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",114,2,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",114,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",116,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"HOGL2","P","H",1,"May",2004,"G","2",116,3,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",116,5,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",116,5,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",116,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"DEPI","A","H",1,"May",2004,"G","2",118,1,"Plantae","Brassicaceae","Descurainia","pinnata",5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",118,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",118,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",118,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",118,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",120,2,NA,NA,NA,NA,5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",120,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",126,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",126,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",126,10,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"GLBI2","B","H",1,"May",2004,"G","2",128,1,"Plantae","Verbenaceae","Glandularia","bipinnatifida",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",128,1,NA,NA,NA,NA,5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",128,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",128,4,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",128,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",128,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",130,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",130,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",130,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",130,4,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",132,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",132,2,NA,NA,NA,NA,5,"G2"
"OECAC2","P","H",1,"May",2004,"G","2",132,3,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",132,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",132,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",132,8,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",138,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"CHLA10","A","H",1,"May",2004,"G","2",138,3,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",138,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",138,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",138,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"AMCH3","P","H",1,"May",2004,"G","2",140,1,"Plantae","Nyctaginaceae","Ammocodon","chenopodioides",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",140,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"SPHA","P","H",1,"May",2004,"G","2",140,1,"Plantae","Malvaceae","Sphaeralcea","hastulata",5,"G2"
"HOGL2","P","H",1,"May",2004,"G","2",140,2,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",140,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",140,10,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",140,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"APRAH","P","H",1,"May",2004,"G","2",142,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G2"
"ASNU4","A","H",1,"May",2004,"G","2",142,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G2"
"CRCR3","A","H",1,"May",2004,"G","2",142,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G2"
"LEDED","A","H",1,"May",2004,"G","2",142,2,NA,NA,NA,NA,5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",142,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"HOGL2","P","H",1,"May",2004,"G","2",144,6,"Plantae","Fabaceae","Hoffmannseggia","glauca",5,"G2"
"PLPA2","A","H",1,"May",2004,"G","2",144,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G2"
"LEDED","A","H",1,"May",2004,"G","3",6,1,NA,NA,NA,NA,5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",6,2,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",6,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",6,4,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",6,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",8,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",8,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",8,2,NA,NA,NA,NA,5,"G3"
"STPA4","P","H",1,"May",2004,"G","3",8,5,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",8,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",10,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",10,2,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",10,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",12,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"RUMEX","P","H",1,"May",2004,"G","3",12,6,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",12,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",18,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",18,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",18,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"SPLE","P","H",1,"May",2004,"G","3",18,8,"Plantae","Malvaceae","Sphaeralcea","leptophylla",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",20,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",20,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",20,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"UNKN4",NA,NA,1,"May",2004,"G","3",20,1,NA,NA,NA,NA,5,"G3"
"CHLA10","A","H",1,"May",2004,"G","3",20,6,"Plantae","Euphorbiaceae","Chamaesyce","lata",5,"G3"
"ERDI2","A","H",1,"May",2004,"G","3",22,1,"Plantae","Polemoniaceae","Eriastrum","diffusum",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",22,2,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",22,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"ERWR","P","H",1,"May",2004,"G","3",22,4,"Plantae","Polygonaceae","Eriogonum","wrightii",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",24,1,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",24,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",24,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",24,6,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",24,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",30,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",30,5,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"GACO5","P","H",1,"May",2004,"G","3",30,6,"Plantae","Onagraceae","Gaura","coccinea",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",32,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"ERDI2","A","H",1,"May",2004,"G","3",32,1,"Plantae","Polemoniaceae","Eriastrum","diffusum",5,"G3"
"OECAC2","P","H",1,"May",2004,"G","3",32,1,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G3"
"SOEL","P","H",1,"May",2004,"G","3",32,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",32,2,NA,NA,NA,NA,5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",32,3,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",32,4,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",32,7,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",32,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"SOEL","P","H",1,"May",2004,"G","3",34,1,"Plantae","Solanaceae","Solanum","elaeagnifolium",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",34,2,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",34,2,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",34,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",36,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",36,1,NA,NA,NA,NA,5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",36,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",42,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",42,3,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",42,5,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",42,5,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",42,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",44,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",44,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",44,1,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"ERDI2","A","H",1,"May",2004,"G","3",44,1,"Plantae","Polemoniaceae","Eriastrum","diffusum",5,"G3"
"MIAL4","P","H",1,"May",2004,"G","3",44,2,"Plantae","Nyctaginaceae","Mirabilis","albida",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",44,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"BOBA2","A","G",1,"May",2004,"G","3",46,1,"Plantae","Poaceae","Bouteloua","barbata",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",46,1,NA,NA,NA,NA,5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",46,4,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",46,5,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",46,8,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",48,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"ERDI2","A","H",1,"May",2004,"G","3",54,1,"Plantae","Polemoniaceae","Eriastrum","diffusum",5,"G3"
"MAPIP","P","H",1,"May",2004,"G","3",54,1,"Plantae","Asteraceae","Machaeranthera","pinnatifida",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",54,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",54,20,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",56,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"STPA4","P","H",1,"May",2004,"G","3",56,2,"Plantae","Asteraceae","Stephanomeria","pauciflora",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",56,15,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",58,1,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",58,1,NA,NA,NA,NA,5,"G3"
"SPHA","P","H",1,"May",2004,"G","3",58,1,"Plantae","Malvaceae","Sphaeralcea","hastulata",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",58,7,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"LEDED","A","H",1,"May",2004,"G","3",60,2,NA,NA,NA,NA,5,"G3"
"OECAC2","P","H",1,"May",2004,"G","3",60,2,"Plantae","Onagraceae","Oenothera","caespitosa",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",60,6,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",60,10,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
"ASNU4","A","H",1,"May",2004,"G","3",66,2,"Plantae","Fabaceae","Astragalus","nuttallianus",5,"G3"
"CRCR3","A","H",1,"May",2004,"G","3",66,5,"Plantae","Boraginaceae","Cryptantha","crassisepala",5,"G3"
"PLPA2","A","H",1,"May",2004,"G","3",66,10,"Plantae","Plantaginaceae","Plantago","patagonica",5,"G3"
"APRAH","P","H",1,"May",2004,"G","3",66,4,"Plantae","Asteraceae","Aphanostephus","ramosissimus",5,"G3"
