"Bee_Species","SiteRepSeason","bees","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","updated_bee_species","site","rep","season","year"
"MEDIOPACF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","C","1","FA","2008"
"MEDIOPOMF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","C","1","FA","2008"
"MEHOP003F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","C","1","FA","2008"
"MELITAPIF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","C","1","FA","2008"
"MEMEGSIDF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","C","1","FA","2008"
"MEMEGUMAF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","C","1","FA","2008"
"MEOSMCERF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","C","1","FA","2008"
"MEOSMLATF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","C","1","FA","2008"
"MEOSMLIOF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","C","1","FA","2008"
"MEOSMPRUF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","C","1","FA","2008"
"MEOSMTITF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","C","1","FA","2008"
"MEOSMWATF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","C","1","FA","2008"
"ANANDCAPF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","C","1","FA","2008"
"ANANDCREF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","C","1","FA","2008"
"ANANDHELF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","C","1","FA","2008"
"ANANDILLF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","C","1","FA","2008"
"ANANDMON","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","C","1","FA","2008"
"ANANDPRFF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","C","1","FA","2008"
"ANANDPRIF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","C","1","FA","2008"
"ANHETPERF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","C","1","FA","2008"
"ANHET002F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","C","1","FA","2008"
"ANCAL001F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","C","1","FA","2008"
"ANPER001F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","C","1","FA","2008"
"ANPER002F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","C","1","FA","2008"
"ANPER003F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","C","1","FA","2008"
"ANPER005F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","C","1","FA","2008"
"ANPER006F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","C","1","FA","2008"
"ANPER009F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","C","1","FA","2008"
"ANPER012F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","C","1","FA","2008"
"ANPER014F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","C","1","FA","2008"
"ANPER015F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","C","1","FA","2008"
"ANPER016F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","C","1","FA","2008"
"ANPER018F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","C","1","FA","2008"
"ANPERALBF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","C","1","FA","2008"
"ANPERAST","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","C","1","FA","2008"
"ANPERCALF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","C","1","FA","2008"
"ANPERCORF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","C","1","FA","2008"
"ANPERDOLF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","C","1","FA","2008"
"ANPERFALF","C1FA08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","C","1","FA","2008"
"ANPERIGNF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","C","1","FA","2008"
"ANPERMENF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","C","1","FA","2008"
"ANPERPULF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","C","1","FA","2008"
"ANPERVERF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","C","1","FA","2008"
"APANDCOMF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Athedonia","compta","APANDCOM","C","1","FA","2008"
"APANPCOMF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANPCOM","C","1","FA","2008"
"APANTAFFF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","affabilis","APANTAFF","C","1","FA","2008"
"APANTCALF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","californica","APANTCAL","C","1","FA","2008"
"APANTLESF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","lesquerellae","APANTLES","C","1","FA","2008"
"APANTMONF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","montana","APANTMON","C","1","FA","2008"
"APANTPHEF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APANTPHE","C","1","FA","2008"
"APANTPORF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Anthophora","porterae","APANTPOR","C","1","FA","2008"
"APAPIMELF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Apis","mellifera","APAPIMEL","C","1","FA","2008"
"APBOMHUNF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APBOMHUN","C","1","FA","2008"
"APBOMPENF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Bombus","pensylvanicus","APBOMPEN","C","1","FA","2008"
"APCERACAF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APCERACA","C","1","FA","2008"
"APCERNANF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Ceratina","nanula","APCERNAN","C","1","FA","2008"
"APDIAAUSF","C1FA08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","australis","APDIAAUS","C","1","FA","2008"
"APDIADIMF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","diminuta","APDIADIM","C","1","FA","2008"
"APDIAENAF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAENA","C","1","FA","2008"
"APDIAMEGF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","megamorpha","APDIAMEG","C","1","FA","2008"
"APDIAOCHF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","ochracea","APDIAOCH","C","1","FA","2008"
"APDIARINF","C1FA08",28,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Diadasia","rinconis","APDIARIN","C","1","FA","2008"
"APDIASPHF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIASPH","C","1","FA","2008"
"APDIAVALF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APDIAVAL","C","1","FA","2008"
"APEUCLYCF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","lycii","APEUCLYC","C","1","FA","2008"
"APEUCTERF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Eucera","territella","APEUCTER","C","1","FA","2008"
"APEXOSOLF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Exomalopsis","solani","APEXOSOL","C","1","FA","2008"
"APHABMORF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Habropoda","morrisoni","APHABMOR","C","1","FA","2008"
"APHABNS1F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APHABNS1","C","1","FA","2008"
"APHOLCALF","C1FA08",1,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Holcopasites","calliopsidis","APHOLCAL","C","1","FA","2008"
"APMELBOHF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","bohartorum","APMELBOH","C","1","FA","2008"
"APMELPACF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melecta","pacifica","APMELPAC","C","1","FA","2008"
"APMESAGIF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","agilis","APMESAGI","C","1","FA","2008"
"APMESCOLF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESCOL","C","1","FA","2008"
"APMESCOMF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","communis_communis","APMESCOM","C","1","FA","2008"
"APMESHUMF","C1FA08",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESHUM","C","1","FA","2008"
"APMESMENF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESMEN","C","1","FA","2008"
"APMESPARF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","paroselae","APMESPAR","C","1","FA","2008"
"APMESSUBF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","subagilis","APMESSUB","C","1","FA","2008"
"APMESTHEF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","thelypodii_thelypodii","APMESTHE","C","1","FA","2008"
"APMESTRIF","C1FA08",6,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","tristis","APMESTRI","C","1","FA","2008"
"APMESTRIM","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APMESTRIM","C","1","FA","2008"
"APMESVERF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Melissodes","verbesinarum","APMESVER","C","1","FA","2008"
"APNEOVIGF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Neolarra","vigilans","APNEOVIG","C","1","FA","2008"
"APNOM001F","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Nomada","(Micronomada)001","APNOM001","C","1","FA","2008"
"APPEPPRU","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APPEPPRU","C","1","FA","2008"
"APSVAHELF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","helianthelli","APSVAHEL","C","1","FA","2008"
"APSVAMACF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","machaerantherae","APSVAMAC","C","1","FA","2008"
"APSVAOBLF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Svastra","obliqua","APSVAOBL","C","1","FA","2008"
"APTETALBF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETALB","C","1","FA","2008"
"APTETSPIF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"APTETSPI","C","1","FA","2008"
"APXYLCALF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","APIDAE","Xylocopa","californica","APXYLCAL","C","1","FA","2008"
"COHYLMESF","C1FA08",0,"Animalia","Arthropoda","Insecta","Hymenoptera","COLLETIDAE","Hylaeus","mesillae_mesillae","COHYLMES","C","1","FA","2008"
"HAHALTRIF","C1SP09",455,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","tripartitus","HAHALTRI","C","1","SP","2009"
"HAAGAANGF","C1SP09",18,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","angelicus","HAAGAANG","C","1","SP","2009"
"HAAGAFEMF","C1SP09",7,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGAFEM","C","1","SP","2009"
"HAAGAMELF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Agapostemon","melliventris","HAAGAMEL","C","1","SP","2009"
"HAAGASPLF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAGASPL","C","1","SP","2009"
"HAAUGAURF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAAUGAUR","C","1","SP","2009"
"HADUFMARF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUFMAR","C","1","SP","2009"
"HADUF001F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HADUF001","C","1","SP","2009"
"HAHALCONF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALCON","C","1","SP","2009"
"HAHALLIGF","C1SP09",2,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Halictus","ligatus","HAHALLIG","C","1","SP","2009"
"HAHALPARF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HAHALPAR","C","1","SP","2009"
"HALASPRUF","C1SP09",10,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","pruinosiformis","HALASPRU","C","1","SP","2009"
"HALASCOAF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASCOA","C","1","SP","2009"
"HALASHUDF","C1SP09",5,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASHUD","C","1","SP","2009"
"HALASPARF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPAR","C","1","SP","2009"
"HALASPERF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASPER","C","1","SP","2009"
"HALASPOTF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","potosi","HALASPOT","C","1","SP","2009"
"HALASSISF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","sisymbrii","HALASSIS","C","1","SP","2009"
"HALAS00CF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS00C","C","1","SP","2009"
"HALAS007F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS007","C","1","SP","2009"
"HALAS012F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS012","C","1","SP","2009"
"HALAS015F","C1SP09",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS015","C","1","SP","2009"
"HALAS017F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS017","C","1","SP","2009"
"HALAS018F","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS018","C","1","SP","2009"
"HALAS019F","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS019","C","1","SP","2009"
"HALAS020F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS020","C","1","SP","2009"
"HALAS021F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALAS021","C","1","SP","2009"
"HALASODDF","C1SP09",2,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASODD","C","1","SP","2009"
"HALASEV1F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)001","HALASEV1","C","1","SP","2009"
"HALASEV2F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Lasioglossum","(Evylaeus)002","HALASEV2","C","1","SP","2009"
"HALASEV3F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV3","C","1","SP","2009"
"HALASEV4F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV4","C","1","SP","2009"
"HALASEV5F","C1SP09",15,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV5","C","1","SP","2009"
"HALASEV6F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASEV6","C","1","SP","2009"
"HALASNOCF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HALASNOC","C","1","SP","2009"
"HANOMTRIF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"HANOMTRI","C","1","SP","2009"
"HASPH001F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","1","HASPH001","C","1","SP","2009"
"HASPH002F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","HALICTIDAE","Sphecodes","2","HASPH002","C","1","SP","2009"
"MEANTEMAF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","emarginatum","MEANTEMA","C","1","SP","2009"
"MEANTPORF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Anthidium","porterae","MEANTPOR","C","1","SP","2009"
"MEASHBIGF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","bigeloveae","MEASHBIG","C","1","SP","2009"
"MEASHMELF","C1SP09",3,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Ashmeadiella","meliloti","MEASHMEL","C","1","SP","2009"
"MEDIACURF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIACUR","C","1","SP","2009"
"MEDIAIMPF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dianthidium","implicatum","MEDIAIMP","C","1","SP","2009"
"MEDIOPACF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Dioxys","pacificus","MEDIOPAC","C","1","SP","2009"
"MEDIOPOMF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEDIOPOM","C","1","SP","2009"
"MEHOP003F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEHOP003","C","1","SP","2009"
"MELITAPIF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Lithurge","apicalis","MELITAPI","C","1","SP","2009"
"MEMEGSIDF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGSID","C","1","SP","2009"
"MEMEGUMAF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"MEMEGUMA","C","1","SP","2009"
"MEOSMCERF","C1SP09",4,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","cerasi","MEOSMCER","C","1","SP","2009"
"MEOSMLATF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","latisulcata","MEOSMLAT","C","1","SP","2009"
"MEOSMLIOF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","liogastra","MEOSMLIO","C","1","SP","2009"
"MEOSMPRUF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","prunorum","MEOSMPRU","C","1","SP","2009"
"MEOSMTITF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","titusi","MEOSMTIT","C","1","SP","2009"
"MEOSMWATF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","MEGACHILIDAE","Osmia","watsoni","MEOSMWAT","C","1","SP","2009"
"ANANDCAPF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCAP","C","1","SP","2009"
"ANANDCREF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDCRE","C","1","SP","2009"
"ANANDHELF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDHEL","C","1","SP","2009"
"ANANDILLF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDILL","C","1","SP","2009"
"ANANDMON","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANANDMON","C","1","SP","2009"
"ANANDPRFF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","primulifrons","ANANDPRF","C","1","SP","2009"
"ANANDPRIF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Andrena","prima","ANANDPRI","C","1","SP","2009"
"ANHETPERF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANHETPER","C","1","SP","2009"
"ANHET002F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Heterosarus","2","ANHET002","C","1","SP","2009"
"ANCAL001F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANCAL001","C","1","SP","2009"
"ANPER001F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","1","ANPER001","C","1","SP","2009"
"ANPER002F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","2","ANPER002","C","1","SP","2009"
"ANPER003F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","3","ANPER003","C","1","SP","2009"
"ANPER005F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","5","ANPER005","C","1","SP","2009"
"ANPER006F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","new_sp_006","ANPER006","C","1","SP","2009"
"ANPER009F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER009","C","1","SP","2009"
"ANPER012F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER012","C","1","SP","2009"
"ANPER014F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER014","C","1","SP","2009"
"ANPER015F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER015","C","1","SP","2009"
"ANPER016F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER016","C","1","SP","2009"
"ANPER018F","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPER018","C","1","SP","2009"
"ANPERALBF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","albovittata","ANPERALB","C","1","SP","2009"
"ANPERAST","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERAST","C","1","SP","2009"
"ANPERCALF","C1SP09",4,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","callicerata","ANPERCAL","C","1","SP","2009"
"ANPERCORF","C1SP09",1,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","coreopsidis_kansensis","ANPERCOR","C","1","SP","2009"
"ANPERDOLF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERDOL","C","1","SP","2009"
"ANPERFALF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","fallax","ANPERFAL","C","1","SP","2009"
"ANPERIGNF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","ignota_ignota","ANPERIGN","C","1","SP","2009"
"ANPERMENF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERMEN","C","1","SP","2009"
"ANPERPULF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"ANPERPUL","C","1","SP","2009"
"ANPERVERF","C1SP09",0,"Animalia","Arthropoda","Insecta","Hymenoptera","ANDRENIDAE","Perdita","verbesinae","ANPERVER","C","1","SP","2009"
