"year","date","site","plot","treatment","Species","cover","group","comments","Taxa_kingdom","Taxa_family","Taxa_genus","Taxa_species"
1995,"-999",4,"5RC","R_LATR2","LATR2",25,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",4,"5RC","R_LATR2","PFORB",0.2,"PFORB",NA,NA,NA,NA,NA
1995,"-999",4,"5RC","R_LATR2","PGRASS",5,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",4,"5RC","R_LATR2","SHRUB",8,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"1C","control","LATR2",30,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"1C","control","PFORB",1,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"1C","control","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"1C","control","SHRUB",4,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"1RC","R_LATR2","LATR2",15,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"1RC","R_LATR2","PFORB",1,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"1RC","R_LATR2","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"1RC","R_LATR2","SHRUB",1,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"2C","control","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"2C","control","PFORB",0.01,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"2C","control","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"2C","control","SHRUB",3,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"2RC","R_LATR2","LATR2",30,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"2RC","R_LATR2","PFORB",0.01,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"2RC","R_LATR2","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"2RC","R_LATR2","SHRUB",2,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"3C","control","LATR2",15,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"3C","control","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"3C","control","SHRUB",0.5,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"3RC","R_LATR2","LATR2",25,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"3RC","R_LATR2","PFORB",0.5,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"3RC","R_LATR2","PGRASS",0.5,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"3RC","R_LATR2","SHRUB",4,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"4C","control","LATR2",30,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"4C","control","PFORB",0.01,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"4C","control","PGRASS",0.01,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"4C","control","SHRUB",4,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"4RC","R_LATR2","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"4RC","R_LATR2","PFORB",0.01,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"4RC","R_LATR2","PGRASS",0.1,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"4RC","R_LATR2","SHRUB",1,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"5C","control","LATR2",30,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"5C","control","PFORB",0.01,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"5C","control","PGRASS",1,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"5C","control","SHRUB",10,"SHRUB",NA,NA,NA,NA,NA
1995,"-999",5,"5RC","R_LATR2","LATR2",20,"LATR2",NA,"Plantae","Zygophyllaceae","Larrea","tridentata"
1995,"-999",5,"5RC","R_LATR2","PFORB",0.2,"PFORB",NA,NA,NA,NA,NA
1995,"-999",5,"5RC","R_LATR2","PGRASS",0.1,"PGRASS",NA,NA,NA,NA,NA
1995,"-999",5,"5RC","R_LATR2","SHRUB",10,"SHRUB",NA,NA,NA,NA,NA
1996,"-999",1,"1C","control","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1C","control","CHSES",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"1C","control","CHSE7",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"1C","control","KAPA",0.01,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"1C","control","PEAN",0.5,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"1C","control","SAKA",0.01,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"1C","control","TILA2",0.01,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"1C","control","BOGR2",35,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1996,"-999",1,"1C","control","CHRE4",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
1996,"-999",1,"1C","control","ASTRA",0.3,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1C","control","CHAL11",0.1,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1996,"-999",1,"1C","control","HYFI",0.01,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"1C","control","MAPI",0.01,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1C","control","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"1C","control","PLJA",1,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"1C","control","SPFL2",0.01,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"1C","control","GUSA2",0.2,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"1RU","R_BOGR2","ASNU4",0.01,"AFORB",NA,"Plantae","Fabaceae","Astragalus","nuttallianus"
1996,"-999",1,"1RU","R_BOGR2","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1RU","R_BOGR2","CHSES",1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"1RU","R_BOGR2","CHSE7",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"1RU","R_BOGR2","KAPA",6,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"1RU","R_BOGR2","MOCE",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1RU","R_BOGR2","PEAN",5,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"1RU","R_BOGR2","PRPA2",1.5,"AFORB",NA,"Plantae","Pedaliaceae","Proboscidea","parviflora"
1996,"-999",1,"1RU","R_BOGR2","SAKA",8,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"1RU","R_BOGR2","TILA2",3,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"1RU","R_BOGR2","BOBA2",0.2,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1996,"-999",1,"1RU","R_BOGR2","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
1996,"-999",1,"1RU","R_BOGR2","CHRE4",0.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
1996,"-999",1,"1RU","R_BOGR2","ASTRA",1,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"1RU","R_BOGR2","CHER2",1,"PFORB",NA,"Plantae","Asteraceae","Chaetopappa","ericoides"
1996,"-999",1,"1RU","R_BOGR2","CHAL11",0.01,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1996,"-999",1,"1RU","R_BOGR2","HYFI",1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"1RU","R_BOGR2","SOEL",0.2,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"1RU","R_BOGR2","SPIN2",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"1RU","R_BOGR2","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"1RU","R_BOGR2","DAPU7",0.01,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1996,"-999",1,"1RU","R_BOGR2","PLJA",5,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"1RU","R_BOGR2","SPFL2",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"1RU","R_BOGR2","GUSA2",0.1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"2C","control","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2C","control","CHSES",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"2C","control","KAPA",0.01,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"2C","control","MOCE",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2C","control","PEAN",0.1,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"2C","control","SAKA",0.01,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"2C","control","TILA2",1,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"2C","control","BOGR2",35,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1996,"-999",1,"2C","control","CHRE4",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
1996,"-999",1,"2C","control","ASTRA",1,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2C","control","HYFI",0.01,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"2C","control","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"2C","control","PLJA",1,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"2C","control","SPFL2",0.3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"2C","control","GUSA2",0.2,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"2RU","R_BOGR2","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2RU","R_BOGR2","CHSES",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"2RU","R_BOGR2","KAPA",0.5,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"2RU","R_BOGR2","MEMU3",0.01,"AFORB",NA,"Plantae","Loasaceae","Mentzelia","multiflora"
1996,"-999",1,"2RU","R_BOGR2","MOCE",0.1,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2RU","R_BOGR2","PEAN",3,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"2RU","R_BOGR2","SAKA",10,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"2RU","R_BOGR2","TILA2",1,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"2RU","R_BOGR2","BOBA2",0.1,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1996,"-999",1,"2RU","R_BOGR2","BOER4",1,"BOER4",NA,"Plantae","Poaceae","Bouteloua","eriopoda"
1996,"-999",1,"2RU","R_BOGR2","EUPHO",0.2,NA,NA,NA,NA,NA,NA
1996,"-999",1,"2RU","R_BOGR2","ASTRA",1,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"2RU","R_BOGR2","HYFI",0.1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"2RU","R_BOGR2","OECA10",0.01,"PFORB",NA,"Plantae","Onagraceae","Oenothera","caespitosa"
1996,"-999",1,"2RU","R_BOGR2","SOEL",0.1,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"2RU","R_BOGR2","SPIN2",0.01,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"2RU","R_BOGR2","SPHA",0.2,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"2RU","R_BOGR2","DAPU7",0.01,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1996,"-999",1,"2RU","R_BOGR2","PLJA",5,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"2RU","R_BOGR2","SPFL2",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"2RU","R_BOGR2","GUSA2",5,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"3C","control","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3C","control","CHSES",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"3C","control","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"3C","control","KAPA",0.01,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"3C","control","MOCE",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3C","control","PEAN",0.5,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"3C","control","PRPA2",0.01,"AFORB",NA,"Plantae","Pedaliaceae","Proboscidea","parviflora"
1996,"-999",1,"3C","control","SAKA",0.1,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"3C","control","TILA2",0.1,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"3C","control","BOGR2",35,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1996,"-999",1,"3C","control","ASTRA",0.2,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3C","control","CHAL11",0.01,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1996,"-999",1,"3C","control","HYFI",0.01,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"3C","control","SOEL",0.1,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"3C","control","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"3C","control","PLJA",3,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"3C","control","SPFL2",0.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"3RU","R_BOGR2","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3RU","R_BOGR2","CHSES",1.5,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serpyllifolia"
1996,"-999",1,"3RU","R_BOGR2","KAPA",3,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"3RU","R_BOGR2","MOCE",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3RU","R_BOGR2","PEAN",6,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"3RU","R_BOGR2","POHA5",1,"AFORB",NA,"Plantae","Portulacaceae","Portulaca","halimoides"
1996,"-999",1,"3RU","R_BOGR2","PRPA2",1,"AFORB",NA,"Plantae","Pedaliaceae","Proboscidea","parviflora"
1996,"-999",1,"3RU","R_BOGR2","SAKA",10,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"3RU","R_BOGR2","TILA2",6,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"3RU","R_BOGR2","BOBA2",0.01,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1996,"-999",1,"3RU","R_BOGR2","ASTRA",0.2,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"3RU","R_BOGR2","HODR",0.01,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1996,"-999",1,"3RU","R_BOGR2","HYFI",0.01,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"3RU","R_BOGR2","PSTA",1,"PFORB",NA,"Plantae","Asteraceae","Psilostrophe","tagetina"
1996,"-999",1,"3RU","R_BOGR2","SOEL",0.01,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"3RU","R_BOGR2","SPIN2",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"3RU","R_BOGR2","SPHA",1.5,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"3RU","R_BOGR2","ZIGR",2,"PFORB",NA,"Plantae","Asteraceae","Zinnia","grandiflora"
1996,"-999",1,"3RU","R_BOGR2","DAPU7",0.01,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1996,"-999",1,"3RU","R_BOGR2","SPFL2",0.3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"3RU","R_BOGR2","GUSA2",0.01,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"4C","control","CHSE7",0.3,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"4C","control","PEAN",0.2,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"4C","control","SAKA",0.01,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"4C","control","TILA2",0.1,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"4C","control","BOGR2",40,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1996,"-999",1,"4C","control","CHRE4",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","revoluta"
1996,"-999",1,"4C","control","ASTRA",0.3,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"4C","control","MAPI",0.01,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"4C","control","PSTA",0.2,"PFORB",NA,"Plantae","Asteraceae","Psilostrophe","tagetina"
1996,"-999",1,"4C","control","SOEL",0.01,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"4C","control","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"4C","control","GUSA2",1,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"4RU","R_BOGR2","EUDE4",0.1,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"4RU","R_BOGR2","CHSE7",0.01,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"4RU","R_BOGR2","KAPA",2,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"4RU","R_BOGR2","MOCE",0.1,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"4RU","R_BOGR2","PEAN",4,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"4RU","R_BOGR2","SAKA",8,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"4RU","R_BOGR2","TILA2",1.5,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"4RU","R_BOGR2","BOBA2",0.01,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1996,"-999",1,"4RU","R_BOGR2","EUPHO",0.3,NA,NA,NA,NA,NA,NA
1996,"-999",1,"4RU","R_BOGR2","ASTRA",0.3,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"4RU","R_BOGR2","CHAL11",0.01,"PFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","albomarginata"
1996,"-999",1,"4RU","R_BOGR2","HYFI",0.2,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"4RU","R_BOGR2","OECA10",0.1,"PFORB",NA,"Plantae","Onagraceae","Oenothera","caespitosa"
1996,"-999",1,"4RU","R_BOGR2","PSTA",0.1,"PFORB",NA,"Plantae","Asteraceae","Psilostrophe","tagetina"
1996,"-999",1,"4RU","R_BOGR2","SOEL",0.3,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"4RU","R_BOGR2","SPIN2",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"4RU","R_BOGR2","SPHA",3,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"4RU","R_BOGR2","DAPU7",0.1,"PGRASS",NA,"Plantae","Poaceae","Dasyochloa","pulchella"
1996,"-999",1,"4RU","R_BOGR2","PLJA",1,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"4RU","R_BOGR2","SPFL2",3,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"4RU","R_BOGR2","YUGL",2,"YUCCA",NA,"Plantae","Agavaceae","Yucca","glauca"
1996,"-999",1,"5C","control","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5C","control","CHSE7",0.1,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"5C","control","PEAN",0.1,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"5C","control","SAKA",0.01,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"5C","control","TILA2",0.1,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"5C","control","BOGR2",35,"BOGR2",NA,"Plantae","Poaceae","Bouteloua","gracilis"
1996,"-999",1,"5C","control","CYIMI",0.01,"CACTUS",NA,"Plantae","Cactaceae","Cylindropuntia","imbricata"
1996,"-999",1,"5C","control","ASTRA",0.2,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5C","control","HODR",0.01,"PFORB",NA,"Plantae","Fabaceae","Hoffmannseggia","drepanocarpa"
1996,"-999",1,"5C","control","HYFI",0.01,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"5C","control","MAPI",0.1,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5C","control","SPIN2",0.01,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"5C","control","SPHA",0.1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"5C","control","PLJA",3,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"5C","control","SPFL2",1,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"5C","control","GUSA2",6,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",1,"5RU","R_BOGR2","AMFI",3,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5RU","R_BOGR2","EUDE4",0.2,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5RU","R_BOGR2","CHSE7",0.2,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",1,"5RU","R_BOGR2","KAPA",1,"AFORB",NA,"Plantae","Zygophyllaceae","Kallstroemia","parviflora"
1996,"-999",1,"5RU","R_BOGR2","MOCE",0.1,"AFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5RU","R_BOGR2","PEAN",2,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",1,"5RU","R_BOGR2","PRPA2",2,"AFORB",NA,"Plantae","Pedaliaceae","Proboscidea","parviflora"
1996,"-999",1,"5RU","R_BOGR2","SAKA",5,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",1,"5RU","R_BOGR2","TILA2",8,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",1,"5RU","R_BOGR2","BOBA2",0.3,"AGRASS",NA,"Plantae","Poaceae","Bouteloua","barbata"
1996,"-999",1,"5RU","R_BOGR2","OPPH",1,"CACTUS",NA,"Plantae","Cactaceae","Opuntia","phaeacantha"
1996,"-999",1,"5RU","R_BOGR2","ALLIU",0.01,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5RU","R_BOGR2","ASTRA",0.3,"PFORB",NA,NA,NA,NA,NA
1996,"-999",1,"5RU","R_BOGR2","HYFI",0.1,"PFORB",NA,"Plantae","Asteraceae","Hymenopappus","filifolius"
1996,"-999",1,"5RU","R_BOGR2","SOEL",0.2,"PFORB",NA,"Plantae","Solanaceae","Solanum","elaeagnifolium"
1996,"-999",1,"5RU","R_BOGR2","SPIN2",0.01,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","incana"
1996,"-999",1,"5RU","R_BOGR2","SPHA",1,"PFORB",NA,"Plantae","Malvaceae","Sphaeralcea","hastulata"
1996,"-999",1,"5RU","R_BOGR2","PLJA",1,"PGRASS",NA,"Plantae","Poaceae","Pleuraphis","jamesii"
1996,"-999",1,"5RU","R_BOGR2","SPFL2",1.5,"PGRASS",NA,"Plantae","Poaceae","Sporobolus","flexuosus"
1996,"-999",1,"5RU","R_BOGR2","GUSA2",2,"SHRUB",NA,"Plantae","Asteraceae","Gutierrezia","sarothrae"
1996,"-999",2,"1C","control","EUDE4",0.01,"AFORB",NA,NA,NA,NA,NA
1996,"-999",2,"1C","control","CHSE7",4,"AFORB",NA,"Plantae","Euphorbiaceae","Chamaesyce","serrula"
1996,"-999",2,"1C","control","PEAN",0.01,"AFORB",NA,"Plantae","Asteraceae","Pectis","angustifolia"
1996,"-999",2,"1C","control","SAKA",3,"AFORB",NA,"Plantae","Chenopodiaceae","Salsola","kali"
1996,"-999",2,"1C","control","TILA2",0.01,"AFORB",NA,"Plantae","Amaranthaceae","Tidestromia","lanuginosa"
1996,"-999",2,"1C","control","MUSQ3",0.1,"AGRASS",NA,"Plantae","Poaceae","Munroa","squarrosa"
